TweetDate,TweetText,TweetAuthor,TweetLocation,AllHashtags
2021-03-25 23:32:00,"53 Rite Aids show #CovidVaccine slots in CA:
Bakersfield
Banning
Beaumont
Desert Hot Springs
Fresno
Irvine
Needles
North Hollywood
Palm Springs
Riverside
Rosamond
San Diego
Temecula
Thousand Oaks
Twentynine Palms
Victorville
Woodland Hills
Yucca Valley",VaccineCa,,['CovidVaccine']
2021-03-25 23:31:51,I got my first #CovidVaccine yesterday. Feel fine today. Arm is just sore.,Kelli_A2,,['CovidVaccine']
2021-03-25 23:31:43,RT @NHSMidlands: 📈 The national #COVID19vaccine programme started right here in the Midlands – and now we’re the first region in the countr…,goalsSCC,"Portadown, Northern Ireland",['COVID19vaccine']
2021-03-25 23:31:32,"Masks on masks and shots on shots! Thanks to the fine folks at @UCDavisHealth I am fully #vaccinated. In just a few days my body will be as protected as it can be from #COVID19 🎉😎  

After more than a year of solo #quarantine, what's first on my agenda?

Hugs. Lots of them. https://t.co/ybeLGAPpLv",PonderosaMstrys,"California, USA","['vaccinated', 'COVID19', 'quarantine']"
2021-03-25 23:30:58,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",donna80095224,,"['KrispyKreme', 'vaccinated']"
2021-03-25 23:30:39,"RT @PunkRockBowling: PSA : PUNKS ARE GETTING VAXED
It's true! More &amp; more of our #Punk family from around the 🌍 are getting the jab so that…",Xkid0021,Murder City,['Punk']
2021-03-25 23:30:37,RT @MiaMcTso: MARK YOUR CALENDARS! April 15 is no longer Tax Day- it’s Vaccination day!!!!California sets date for when vaccine eligibility…,Ragcha,"Los Angeles, CA",[]
2021-03-25 23:30:15,"RT @DHSCgovuk: The #CovidVaccine is free of charge on the NHS.

The NHS will never ask for:
❌ your bank account or card details
❌ your pin…",wadakashiho,JAPAN,['CovidVaccine']
2021-03-25 23:30:15,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",FantastcFinds,,"['KrispyKreme', 'vaccinated']"
2021-03-25 23:30:13,RT @hardly_okay: Is anyone in Ontario surprised that the Covid numbers jumped by 26% today over yesterday? Well it’s Easter next weekend so…,margay77,"Toronto, ON",[]
2021-03-25 23:30:11,"With a significant increase in supply of the COVID-19 vaccine expected, Gov. Ned Lamont is pushing up the date for all residents to be eligible to be vaccinated to April 1.
#NewCanaan #Connecticut #COVID19vaccine #COVID19Vaccine #vaccineforCOVID19

https://t.co/d5EClsnGFH https://t.co/Rc8JCxqRcv",NCAdvertiser,"New Canaan, CT","['NewCanaan', 'Connecticut', 'COVID19vaccine', 'COVID19Vaccine', 'vaccineforCOVID19']"
2021-03-25 23:30:00,"RT @DHSCgovuk: The #CovidVaccine is free of charge on the NHS.

The NHS will never ask for:
❌ your bank account or card details
❌ your pin…",CharmaineKurucz,"Manchester, England",['CovidVaccine']
2021-03-25 23:29:56,RT @nilikm: @mattgallowaycbc @IrfanDhalla Limiting activity to essentials would be a good start. Clearer messages (don’t open indoor dining…,Peppy5555,"Ottawa, Ontario",[]
2021-03-25 23:29:55,"RT @IslanderNews: Florida Governor Ron DeSantis announces that starting Monday, April 5, all individuals age 18 and older will be eligible…",ferprietoprado,La Coruña - Miami,[]
2021-03-25 23:29:52,"Shout out to the national guardsmen directing us to the ""open bar"" for a ""free shot"" today at the vaccination event 😂 best shot I've ever had 🥳
#vaccinated",alli_rose90,"St Louis, MO",['vaccinated']
2021-03-25 23:29:42,"RT @GovCanHealth: Do not buy #COVID19 vaccines online or from unauthorized sources, as they are counterfeit and may pose serious health ris…",CharlieSierra24,CANADA,['COVID19']
2021-03-25 23:29:42,2nd dose done! #CovidVaccine #modernavaccine,_TrenayH,Instagram: Trenayh_,"['CovidVaccine', 'modernavaccine']"
2021-03-25 23:29:40,"Sometimes our #CovidVaccine clinic days can be grueling and tiring, but moments like this make it all worth it! Being able to play such a pivotal role in the protection of our community is so rewarding and why we do this! https://t.co/Kt1LD0pftj",griffin_guitar,"Cumberland Gap, TN",['CovidVaccine']
2021-03-25 23:29:35,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",queenesther,Imported from The Lowcountry,"['KrispyKreme', 'vaccinated']"
2021-03-25 23:29:23,RT @ForFairhope: Here’s account to follow for #CovidVaccine info Mobile/Baldwin area,scopedbylarry,"Florida and Arizona, U.S.A.",['CovidVaccine']
2021-03-25 23:29:16,"RT @grassskirtproj: Facts about #CovidVaccine that is approved for use in #PNG:
- development of vaccines was not rushed, it happened quick…",ShaneMcLeod,"Sydney, Australia","['CovidVaccine', 'PNG']"
2021-03-25 23:29:06,"RT @totsumusume: Japan🇯🇵pandemic

Of the 130 million Japanese citizens, 706,101 have completed the covid19 vaccination. The vaccination rat…",quiccolo,,[]
2021-03-25 23:28:43,RT @DrAliSKhan: Women Report Worse Side Effects After a #COVIDVaccine. Should also add the non-specific effects of non-live vaccine and the…,jeanbirch1001,Midwest,['COVIDVaccine']
2021-03-25 23:28:41,I have to vent. I had an appointment for my #covidvaccine for this Saturday and today the nurse called to say they had to cancel...because they ran out of vaccine.  I made the appointment yesterday and they had enough then. So disappointed @KPSCALnews,vlfisher,,['covidvaccine']
2021-03-25 23:28:36,RT @derekduvallshow: Mrs. Duvall &amp; I have done our part. Fully vaccinated!! Post below if you have had your #CovidVaccine #PodNation #Poder…,PodNationPods,,"['CovidVaccine', 'PodNation']"
2021-03-25 23:28:21,"RT @macovidvaxhelp: Faces of our #VaccineEquity efforts, a thread🧵

We helped a homebound 72yr old man with ALS &amp; on a ventilator. Our volu…",sarahleshay,"Tewksbury, MA",['VaccineEquity']
2021-03-25 23:28:17,"RT @totsumusume: Japan🇯🇵pandemic

Of the 130 million Japanese citizens, 706,101 have completed the covid19 vaccination. The vaccination rat…",wrainbow_sky258,,[]
2021-03-25 23:28:09,Big smiles! #vaccinated @UNTsocial https://t.co/LI6ya4QUqP,armitage_danny,The University of North Texas,['vaccinated']
2021-03-25 23:28:07,"Corona-19 kicks! Getting shot #1 💉😁 #sneakers #sneakerhead #yourkicksaredope
#COVID19 #CovidVaccine 
@Nike x @UNDEFEATEDinc https://t.co/KbjhU76n5W",ChrisBrophy5,"N.Royalton, OH","['sneakers', 'sneakerhead', 'yourkicksaredope', 'COVID19', 'CovidVaccine']"
2021-03-25 23:28:01,"I’m so proud of my “fellow Fellow”, ⁦@snaggie1⁩ , hubby ⁦@CharlesJGerardo⁩ and most importantly, their wonderful daughters!!

Leading us out of this pandemic by example!!!

Twin girls at Duke first U.S. children to get #Pfizer #covidvaccine  https://t.co/1YT1HHDZnb",camwolfe,"Durham, NC","['Pfizer', 'covidvaccine']"
2021-03-25 23:27:28,I’m happy to be counted in the number of immunized citizens #COVID19 #CovidVaccine #StaySafe #WearAMask https://t.co/T2jvDXxLmp,DawnKA,New York,"['COVID19', 'CovidVaccine', 'StaySafe', 'WearAMask']"
2021-03-25 23:27:22,"@usask is pushing for students to get the #CovidVaccine. I’ve done my research and I will be passing on the COVID vaccines. They are not approved and only have emergency use authorization. I urge everyone to do their research before deciding about this experimental jab
#JUSTSAYNO https://t.co/bZ5bp90N3Y",Melissa46318709,,"['CovidVaccine', 'JUSTSAYNO']"
2021-03-25 23:27:05,"Covid vaccine ✅
First dose of Pfizer✅
#CovidVaccine",BigRoss2765,"Utah, USA",['CovidVaccine']
2021-03-25 23:27:05,@HealthyBRHD would love to know why we are so far behind. Other cities have 20 YOs getting the vaccine and there are 80+ YO in Charlottesville who can’t get a shot! #CovidVaccine,lbptalk,"Virginia, USA",['CovidVaccine']
2021-03-25 23:26:57,My @gwNURSING student and I vaccinated 166 residents in 2 retirement communities today. I spied a @krispykreme in the vicinity and stopped for a snack #RaiseHigh #sugarhigh #publichealth #CovidVaccine Sometimes it’s what’s needed😜 https://t.co/ORyeIbW5AV,cycledawn,"Vienna, VA","['RaiseHigh', 'sugarhigh', 'publichealth', 'CovidVaccine']"
2021-03-25 23:26:46,"#vaccinated Thank you, Pfizer!! And all the scientists who worked so hard to make this happen. https://t.co/cH6jylT9Sk",FaiolaLabUCI,"Irvine, CA",['vaccinated']
2021-03-25 23:26:44,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",DbPhilli4,,"['KrispyKreme', 'vaccinated']"
2021-03-25 23:26:04,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",JOSHUAJREYNOLD1,,"['KrispyKreme', 'vaccinated']"
2021-03-25 23:25:53,"RT @dreambignv: “I want to live a few more years. Thanks” - Denis

 #DreamBigNV #maskUpNV #COVIDVaccine https://t.co/xR57168FND",ErinsReallyMia,"Pennsylvania, USA","['DreamBigNV', 'maskUpNV', 'COVIDVaccine']"
2021-03-25 23:25:49,"RT @NYGH_News: Starting today, people 70 years of age or older (born in 1951 or earlier) can now book their #COVID19Vaccine   
directly on…",cookiegigan,Toronto,['COVID19Vaccine']
2021-03-25 23:25:47,"RT @RunInRedSox: I have unfollowed now,  but anyone in MA trying to get the vaccine follow @vaccinetime that is how both @larsfossel and I…",MurbsSox,"Blue Country, Bitches!",[]
2021-03-25 23:25:43,"RT @dreambignv: “My name is Ernesto, I received the vaccine because I don’t want to die because my brother died from COVID”  

#DreamBigNV…",ErinsReallyMia,"Pennsylvania, USA",['DreamBigNV']
2021-03-25 23:25:41,"Just got my first Covid Vaccine. :D
Can't wait until my 2nd shot in 28 days. #vaccinated",Pryorcal1,"Hagerstown, MD",['vaccinated']
2021-03-25 23:25:33,"RT @pimpmytweeting: Thank you all for your kind words &amp; prayers.
My 82 yr old mum has very low platelets &amp; is being given immunoglobulin th…",elinsnan,"Pembrokeshire, Wales",[]
2021-03-25 23:25:28,"RT @iamRayeWilliams: Saw this retweet from @freep at 5:20pm today, jumped in the car immediately to Ford Field and was vaccinated by 5:57pm…",monishb21,,[]
2021-03-25 23:25:18,"RT @VaccinesToday: 1 year ago today:

- @DrTedros @WHO declared a pandemic. 

- We had too few masks &amp; ventilators and no vaccines.

Today,…",raulmoncadaf,"Varsovia, Polonia",[]
2021-03-25 23:25:08,Oh. There is that feeling I was waiting on. Sluggish af. Arm aches. #vaccinated,southerncynic,Dathomir or bust,['vaccinated']
2021-03-25 23:25:03,Getting my first shot Saturday! #CovidVaccine,NowComeonnow,,['CovidVaccine']
2021-03-25 23:25:03,2nd dose DONE! ✅💉💪 My hope is that we can ALL be back to school soon 😊 #CovidVaccine #teacherlife 👩🏻‍🏫 https://t.co/fPdqXTupxx,MarilupeHren,"Sugar Land, TX","['CovidVaccine', 'teacherlife']"
2021-03-25 23:24:58,"RT @MrMoeOthman: I said months ago that institutions are going to use social media to ""white knight"" people who get vaccinated &amp; proclaim i…",beanzos_,,[]
2021-03-25 23:24:40,"RT @pimpmytweeting: Thank you all for your kind words &amp; prayers.
My 82 yr old mum has very low platelets &amp; is being given immunoglobulin th…",Chrisuk1943,"Filey, England",[]
2021-03-25 23:24:37,"RT @thenephrologist: Me: Are you open to getting the #CovidVaccine?

BM pt: No. I don't trust the govt. Idk what's in it.

Me: I hear you.…",pagingdrjett,"Philadelphia, PA",['CovidVaccine']
2021-03-25 23:24:05,"RT @THP_hospital: We are now inviting community members ages 𝟳𝟬+ to book #COVID19vaccine appointments in Peel Region. 

If you or someone y…",KellyStadelbaur,Ontario,['COVID19vaccine']
2021-03-25 23:24:04,"RT @THP_hospital: We are now inviting community members ages 𝟳𝟬+ to book #COVID19vaccine appointments in Peel Region. 

If you or someone y…",Tunes8,,['COVID19vaccine']
2021-03-25 23:24:00,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",Deb_57,"Rumford, RI","['KrispyKreme', 'vaccinated']"
2021-03-25 23:23:41,@mattgallowaycbc @IrfanDhalla Limiting activity to essentials would be a good start. Clearer messages (don’t open indoor dining while telling people to stay home). More testing and tracing. #PaidSickDays would sure help a lot. All hands on deck to get #CovidVaccine out (let family docs everywhere participate),nilikm,"Ottawa, Ontario","['PaidSickDays', 'CovidVaccine']"
2021-03-25 23:23:35,"RT @RaymondChoPC: Got my #COVID19Vaccine shot today. A big #ThankYou to the nurses and all the #HealthcareHeroes!!!

I encourage every elig…",SteveClarkPC,"Leeds-Grenville, ON","['COVID19Vaccine', 'ThankYou', 'HealthcareHeroes']"
2021-03-25 23:23:26,"RT @nolaready: 32.1% of #NewOrleanians have received at least 1 dose of the #COVIDVaccine! #SleevesUpNOLA

https://t.co/WWlrKNphTB https://…",Joryls,USA,"['NewOrleanians', 'COVIDVaccine', 'SleevesUpNOLA']"
2021-03-25 23:23:25,"I have unfollowed now,  but anyone in MA trying to get the vaccine follow @vaccinetime that is how both @larsfossel and I found our appointments #covidvaccine",RunInRedSox,MA,['covidvaccine']
2021-03-25 23:23:25,So excited that I was able to get an appointment for a #CovidVaccine next week!!!!,sahmadvocate,,['CovidVaccine']
2021-03-25 23:23:14,"2 Rite Aids show #CovidVaccine slots in VA:
Colonial Heights (23834)
Hampton (23669)
https://t.co/ZqarnP6tEX",FinderVaccine,,['CovidVaccine']
2021-03-25 23:23:13,"RT @RaymondChoPC: Got my #COVID19Vaccine shot today. A big #ThankYou to the nurses and all the #HealthcareHeroes!!!

I encourage every elig…",sinazace,Envie d’habiter à Montréal ⚜️,"['COVID19Vaccine', 'ThankYou', 'HealthcareHeroes']"
2021-03-25 23:23:10,"RT @WatHapnNow: to mask or not to mask
#hope #friends #friendship #suez  #pakistan #freehaiti #queensugar #warzone #covid19 #cryptonews #cr…",Streets_13,"Columbus, OH","['hope', 'friends', 'friendship', 'suez', 'pakistan', 'freehaiti', 'queensugar', 'warzone', 'covid19', 'cryptonews']"
2021-03-25 23:23:06,"RT @iamRayeWilliams: Saw this retweet from @freep at 5:20pm today, jumped in the car immediately to Ford Field and was vaccinated by 5:57pm…",66Mhz,USA,[]
2021-03-25 23:23:04,"Curious: How does this Government plan to vaccinate the homeless, the transient people #COVID19 #CovidVaccine @bbcquestiontime 

Also how come Scotland NHS get 4% pay rise but England NHS get 1% #NHSPay https://t.co/tignJW9qht",ma_clampet,Taunton,"['COVID19', 'CovidVaccine', 'NHSPay']"
2021-03-25 23:23:03,"RT @nolaready: 32.1% of #NewOrleanians have received at least 1 dose of the #COVIDVaccine! #SleevesUpNOLA

https://t.co/WWlrKNphTB https://…",bmayze,"New Orleans, LA","['NewOrleanians', 'COVIDVaccine', 'SleevesUpNOLA']"
2021-03-25 23:23:02,"RT @dreambignv: “I want to live a few more years. Thanks” - Denis

 #DreamBigNV #maskUpNV #COVIDVaccine https://t.co/xR57168FND",lucki27,Las Vegas,"['DreamBigNV', 'maskUpNV', 'COVIDVaccine']"
2021-03-25 23:22:58,"And then there were 2! 💉 💉 
#vaccinated #IOWA #BuildBackBetter https://t.co/VmRuQjfB4W https://t.co/kQVe6DCVYQ",RubyforIowa,"Iowa, USA","['vaccinated', 'IOWA', 'BuildBackBetter']"
2021-03-25 23:22:51,"RT @dreambignv: “My name is Ernesto, I received the vaccine because I don’t want to die because my brother died from COVID”  

#DreamBigNV…",lucki27,Las Vegas,['DreamBigNV']
2021-03-25 23:22:39,"RT @samirparikhmd: Important @NEJM letters on #CovidVaccine with following takeaways:

1. Full vaccination = powerful (not perfect) prevent…",RahulSharma_USA,"Charlottesville, VA",['CovidVaccine']
2021-03-25 23:22:29,RT @dreambignv: “My name is Isis Alvarez. I received my vaccine because: I want to be able to gif my grandmother her and parents without an…,lucki27,Las Vegas,[]
2021-03-25 23:22:28,"to mask or not to mask
#hope #friends #friendship #suez  #pakistan #freehaiti #queensugar #warzone #covid19 #cryptonews #cryptopunks #cricket #bahraingp 
 #vaccinated #england #france #supportsmallstreamers #stevequayle",WatHapnNow,South,"['hope', 'friends', 'friendship', 'suez', 'pakistan', 'freehaiti', 'queensugar', 'warzone', 'covid19', 'cryptonews', 'cryptopunks', 'cricket', 'bahraingp', 'vaccinated', 'england', 'france', 'supportsmallstreamers', 'stevequayle']"
2021-03-25 23:22:18,RT @skepticalIDdoc: An early take using my hastily constructed slide on the AZ #CovidVaccine thrombosis issue that emerged today. I'm skept…,Institute4EBH,,['CovidVaccine']
2021-03-25 23:22:17,"RT @erickmjuarez10: On the 1st day of National #Farmworker Awareness Week, Mami &amp; Papi took a break from work to get their #CovidVaccine fr…",ElysiaRios,,"['Farmworker', 'CovidVaccine']"
2021-03-25 23:22:03,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",teach99,"Far Rockaway, Queens","['KrispyKreme', 'vaccinated']"
2021-03-25 23:21:54,@chris_notcapn Getting my 2nd Moderna vaccine done next Thursday at CVS and my sons' are getting their 2nd Pfizer vaccines next Friday. #vaccinated,Specneedsmom4,"California, USA",['vaccinated']
2021-03-25 23:21:49,"RT @AnnChahroudi: With AK, MS, WV, AZ, UT, and GA opening #CovidVaccine eligibility to all 16+, what about younger children? Here is a tabl…",lizditz,"San Mateo County, California",['CovidVaccine']
2021-03-25 23:21:48,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",Dan48149483,,"['KrispyKreme', 'vaccinated']"
2021-03-25 23:21:48,"RT @haringeycouncil: Here’s Dr Sheena Patel talking about fertility and the #COVIDVaccine 👇

“There were women in the studies last year who…",perayahmet,London ,['COVIDVaccine']
2021-03-25 23:21:48,RT @dreambignv: “My name is Jose Silva. I received the vaccine because: it’s necessary so we can get rid of this virus for the good of ever…,lucki27,Las Vegas,[]
2021-03-25 23:21:43,@davewills34 @RaysRadio Got my first Pfizer shot yesterday! #CovidVaccine #RaysUp,HitShow,727-813-614-419-412-217-So Far,"['CovidVaccine', 'RaysUp']"
2021-03-25 23:21:36,@dedrickrussell @WBTV. #quit blaming white people for black people not getting #vaccinated. if people are too #stupid to get vaccinated that's their problem. It's not an experiment which u insinuate by invoking the past. #Whites are getting the shots at the same time! #idiot,MeM2C,,"['quit', 'vaccinated', 'stupid', 'Whites', 'idiot']"
2021-03-25 23:21:34,"RT @dreambignv: “My name is Manuel. I received the vaccine because: I was very worried for myself.” 

#DreamBigNV #RafaelRiveraCC #MaskUpNV…",lucki27,Las Vegas,"['DreamBigNV', 'RafaelRiveraCC', 'MaskUpNV']"
2021-03-25 23:21:28,RT @dreambignv: “My name is Fernando Hernandez. I received the vaccine because: I am interested in taking care of my health and THAT OF OTH…,lucki27,Las Vegas,[]
2021-03-25 23:21:20,"My state #GA opened up vaccination for everyone above 16 yrs today &amp; since I just turned sweet 16☺️ (or a multiple thereof😉), I got my 1st shot of #PfizerVaccine today 🤷‍♀️ 
#covidvacccine #vaccinated",Sayanikudi,"Atlanta, GA","['GA', 'PfizerVaccine', 'covidvacccine', 'vaccinated']"
2021-03-25 23:21:19,"RT @dreambignv: “My name is Bertha Tamayo. I received my vaccine because: I am a nurse and I know the benefits of the vaccine.” 

#CovidVac…",lucki27,Las Vegas,[]
2021-03-25 23:20:58,"""Two Shots"" and officially done... let's go! #vaccinated https://t.co/QPpebtGl69",nickipatel,"Dallas, Texas",['vaccinated']
2021-03-25 23:20:58,"RT @AureliaCotta: And @JohnTory the taxi drivers of Toronto are racialized. Men and women of colour, often immigrants, have risked their li…",Rae0014,"Toronto, Ontario",[]
2021-03-25 23:20:49,"RT @macovidvaxhelp: Faces of our #VaccineEquity efforts, a thread🧵

We helped a homebound 72yr old man with ALS &amp; on a ventilator. Our volu…",JDawsonTweets,,['VaccineEquity']
2021-03-25 23:20:46,RT @GCPartridge: And amongst the @M0MSuk  #breastfeeding excitement I almost forgot the obligatory #CovidVaccine second dose post. The curl…,sofia4bf,"Bristol, England","['breastfeeding', 'CovidVaccine']"
2021-03-25 23:20:33,"RT @haringeycouncil: 📢 There’s another #COVIDVaccine pop-up clinic coming up! So, if you’re 50+ or have an underlying health issue &amp; live n…",perayahmet,London ,['COVIDVaccine']
2021-03-25 23:20:00,"RT @RaymondChoPC: Got my #COVID19Vaccine shot today. A big #ThankYou to the nurses and all the #HealthcareHeroes!!!

I encourage every elig…",celliottability,,"['COVID19Vaccine', 'ThankYou', 'HealthcareHeroes']"
2021-03-25 23:19:29,"Got vaccinated today. 1st of two doses. It’s literally the only thing holding me together after the most emotionally draining and exhausting months of my life.

This bandaid on my arm is the light at the end of the tunnel. 

Sweet relief, indeed. #vaccinated",comatose_prose,"Austin, TX",['vaccinated']
2021-03-25 23:19:29,"Not gonna lie...as someone who loves getting my ""I Voted"" sticker; I'm kinda jealous of everyone posting pics of their vaccine stickers...
I wasn’t even offered a sticker!

(In all seriousness, I'm just happy to see more &amp; more ppl getting #Vaccinated - way to go!) https://t.co/o2eYKgj1su",MikeJackBauer,"Phoenix, AZ",['Vaccinated']
2021-03-25 23:19:20,"Got my first dose of the #CovidVaccine today. Very easy process and grateful for a sweet nurse. I don't like needles, but I didn't even feel it. 🙌🏽",iamfabellis,"Greensboro, North Carolina",['CovidVaccine']
2021-03-25 23:19:17,"I have a few side effects from my Pfizer vaccine today, like joy, relief, and gratitude! Feeing very thankful for science and the Biden administration! #Pfizer #COVID19 #vaccinated",iMom2three,,"['Pfizer', 'COVID19', 'vaccinated']"
2021-03-25 23:19:15,"RT @marilynbrianna: Morning!🎶
Just had my first dose #CovidVaccine ,was on the fence for a while and being an
Essential worker, I figured I…",fiorellaschaus,,['CovidVaccine']
2021-03-25 23:19:02,RT @AlishaGawlik: It is blowing my mind that I was just injected with mRNA that will be translated by my cells into a viral protein that wi…,YouGoChi,Holiday,[]
2021-03-25 23:18:58,"RT @nolaready: 32.1% of #NewOrleanians have received at least 1 dose of the #COVIDVaccine! #SleevesUpNOLA

https://t.co/WWlrKNphTB https://…",vid36,Galway  Ireland,"['NewOrleanians', 'COVIDVaccine', 'SleevesUpNOLA']"
2021-03-25 23:18:42,Stoked to be promoted in 6 months to Senior Advsior COVID-19 Vaccinations. #Pfizer #CovidVaccine #covid19nz #VaccinesWork #COVID19 #NewZealand 💉🦠 https://t.co/NoIRrxErPO,tomdevine97,"Wellington, New Zealand","['Pfizer', 'CovidVaccine', 'covid19nz', 'VaccinesWork', 'COVID19', 'NewZealand']"
2021-03-25 23:18:38,Got a call from Walmart pharmacy earlier. They've moved up our 2nd #CovidVaccine shots to tomorrow morning! #AlmostDone #GoodNews,Thogar,Baton Rouge,"['CovidVaccine', 'AlmostDone', 'GoodNews']"
2021-03-25 23:18:27,"RT @VaccineFairy: Happy Vaccination Day 
@RonDMoore
!! We are happy to have sprinkled a little Fairy dust your way. 

If you need help book…",meredit71840781,Iowa,[]
2021-03-25 23:18:23,"joined the COVID [vaccine] cool kids club 💉

#covidvaccine #trustscience #ontrend #justdoit @ Longmont, Colorado https://t.co/aQhv634Zmu",CKMarie23,"Kansas City, MO","['covidvaccine', 'trustscience', 'ontrend', 'justdoit']"
2021-03-25 23:18:15,Got my first COVID vaccination today #CovidVaccine 💪,LostInDivan,,['CovidVaccine']
2021-03-25 23:18:10,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",jischumacher53,"Eau Claire, WI","['KrispyKreme', 'vaccinated']"
2021-03-25 23:18:08,"RT @iamRayeWilliams: Saw this retweet from @freep at 5:20pm today, jumped in the car immediately to Ford Field and was vaccinated by 5:57pm…",mathgril,Pennsylvania,[]
2021-03-25 23:17:49,"RT @NavalAcademy: 4/C Alex Cole on having his father, #USNA's CMC Karim Cole, a hospital corpsman by trade, administer his #COVID19vaccine:…",MarthaKWilliam1,,"['USNA', 'COVID19vaccine']"
2021-03-25 23:17:46,RT @cherylbrayboy: Are you watching @dedrickrussell and his Community Conversation: Hesitate or Vaccinate? The section on the Tuskegee Expe…,WBTV_News,Charlotte & surrounding areas,[]
2021-03-25 23:17:41,Done #vaccinated,LIT3speed,He/Him,['vaccinated']
2021-03-25 23:17:18,"RT @Catchin24: Officially Vaccinated ✅ 

Let’s all keep doing our part to make sure we keep ourselves and others #safe and #healthy! #covid…",BeatByMariahB,"Atlanta, GA","['safe', 'healthy']"
2021-03-25 23:17:13,"RT @RayForMayor: Second Covid shot done! I'd like to also thank all of the frontline workers who are making this happen, all while wearing…",MAMustrangi,NYC,[]
2021-03-25 23:16:56,Got my first shot of Moderna yesterday! 🙏🏾 #CovidVaccine https://t.co/7WLROgCURP,TyGlascoe,"Los Angeles, CA",['CovidVaccine']
2021-03-25 23:16:53,"Happy Vaccination Day 
@RonDMoore
!! We are happy to have sprinkled a little Fairy dust your way. 

If you need help booking an appointment in ANY state, visit: https://t.co/eCQR8U3uj1 to register for your #CovidVaccine appointment too! https://t.co/kQYrJnad0o",VaccineFairy,USA,['CovidVaccine']
2021-03-25 23:16:52,@POTUS Thank you @POTUS. I received my first. dose on Tuesday 3/23/2021. #vaccinated,MariaAl25005903,United States,['vaccinated']
2021-03-25 23:16:48,It is blowing my mind that I was just injected with mRNA that will be translated by my cells into a viral protein that will be used by my immune system to generate antibodies against the virus. 🤯 I freaking love science. #CovidVaccine #vaccinated,AlishaGawlik,"Michigan, USA","['CovidVaccine', 'vaccinated']"
2021-03-25 23:16:42,"Are you watching @dedrickrussell and his Community Conversation: Hesitate or Vaccinate? The section on the Tuskegee Experiment provides much needed context for some hesitation, but the descendants of victims say getting the vaccine now is important. #CovidVaccine @WBTV_News",cherylbrayboy,"Charlotte, NC",['CovidVaccine']
2021-03-25 23:16:38,"Covid shot done too.
#CovidVaccine #Thursday #ThursdayMotivation",Pharaohsis,"Charlotte, North Carolina","['CovidVaccine', 'Thursday', 'ThursdayMotivation']"
2021-03-25 23:16:37,So ready to be controlled by these nano bots the government just put in me 💪 #GetVaccinated #CovidVaccine https://t.co/jgTeRsEP1j,AzazArtani,"Houston, TX","['GetVaccinated', 'CovidVaccine']"
2021-03-25 23:16:21,"RT @kfsola: #epheu #Pharmacists #vaccination #COVID19Vaccine
Exboard meeting https://t.co/qOvrPsN6ix",GretaTorbergsen,,"['epheu', 'Pharmacists', 'vaccination', 'COVID19Vaccine']"
2021-03-25 23:16:21,#pubrooms supporting great British Pubs :) RT @DrSelvarajah: All the kids will be after fake #CovidVaccine #passports instead of fake IDs now. #Pubs,pubrooms,London UK,"['pubrooms', 'CovidVaccine', 'passports', 'Pubs']"
2021-03-25 23:16:17,I just karate kicked #Covid19 in the face! What did you do today? #vaccinated #vaccine #ihateyoucovid19 #getvaccinated https://t.co/wtmNK5UmI7,SamPeters82,,"['Covid19', 'vaccinated', 'vaccine', 'ihateyoucovid19', 'getvaccinated']"
2021-03-25 23:16:00,RT @DoloresHuertaFD: #FRESNOCOUNTY: Find out if you're eligible for the COVID-19 vaccine and schedule your appointment today at https://t.c…,CVHNetwork,"Sacramento, CA",['FRESNOCOUNTY']
2021-03-25 23:15:51,"Saw this retweet from @freep at 5:20pm today, jumped in the car immediately to Ford Field and was vaccinated by 5:57pm. Twitter for the win! ✌🏽 #Detroit #COVID19 #CovidVaccine https://t.co/pSJZ77ZOaP",iamRayeWilliams,"Detroit, MI","['Detroit', 'COVID19', 'CovidVaccine']"
2021-03-25 23:15:35,RT @barbfederostrov: Looking to talk to folks TODAY with high-risk conditions or disabilities still having trouble finding #CovidVaccine ap…,DREDF,"Berkeley, CA",['CovidVaccine']
2021-03-25 23:15:28,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",TheWorldMatrix,In the Matrix,"['KrispyKreme', 'vaccinated']"
2021-03-25 23:15:22,"RT @MaryLTrump: It's been a long fucking year. Have a donut.

#KrispyKreme #vaccinated",LabMcgaha,"Toronto, Ontario","['KrispyKreme', 'vaccinated']"
